text,airline_sentiment
@united absolutely disgusting the way you treat your customers. Isn't there anyone actively monitoring your Cust serve? This is  unreal!!,0
@USAirways really???  NOT ONE OF THEM CAN BOOK DIVIDEND MILES TRAVEL - Literally on hold now since 9:50pm - it's 11:30pm #NoExcuses,0
"@united They let us know in advance of the reboot, yes :) Thanks for the attentiveness!",1
@united So disappointed in the service and the level of staff communication. Such a bummer.,0
@united I just received notification of in-flight Wi-Fi for UA863 from @flySFO to @SydneyAirport. Amazing!,1
@JetBlue why is the buffalo flight so Late Flight?,0
"@united thanks. Weather is understandable, but when every single domestic flight is delayed because of inbound int'l flights, it's crazy",0
@USAirways You will be hearing a lot more from me instead of your feedback when I get back home.,0
"@SouthwestAir 2 hours on hold trying to reschedule Cancelled Flightled flight. Hold music stopped, but no one's answering. How can I reach a rep?",0
@AmericanAir Awesome customer service on #390 from rdu. They snuck my wife a warm cookie. Thx!,1
@AmericanAir #americanview New paint scheme looks great! #usairways http://t.co/Gt6umHbh43,1
@USAirways why aren't you updating flight status/delays?,0
"@USAirways new tag line ""but we got you there alive!""",0
@JetBlue OOH! Good one! Speaking of #MiAmore - Just know that #IAdore https://t.co/fWZClBvuG4 Loving #LoveSongFriday,1
@USAirways standing in line with 100 people all looking to do the same,0
@SouthwestAir still on the ground &gt;30mins after planned departure. And this is California. No weather here. Originally told 10 min delay.,0
@united ridiculous! I have to be refunded whenever I get at my final destination or not!,0
@SouthwestAir thank you! DMing now.,1
"@AmericanAir Cancelled Flights my flight, doesn't send an email, text or call. Now I'm stranded in Louisville.",0
@AmericanAir - And @AirSouthwest  had a flight from Chicago to Buffalo about an hour before our flight -- do they not care about safety?,0
@united lost my bags and there was a flight from Chi to Eri that landed over 1.5 hrs ago...yet still have zero updates?? #UnitedAirlinesSux,0
@AmericanAir @USAirways outbound flight: 2 hour delay b/c air traffic &amp; 2 gate changes dividend miles member gets no email or text updates,0
"@JetBlue pls find my bag, I need 2 get home! Very frustrating. Hope my bag is somewhere in @NY_NJairports. Leaving the #jfk w/o my luggage.",0
"@USAirways It is the 2nd person when I called again to ask, could not catch her name, rejected the request",0
@AmericanAir have been in call cue for 11 hours. No call yet. Wife in cue for 9 hours.  Got a call but was hung up on.,0
@united the worst customer service in Denver.,0
@SouthwestAir can't update my flight online bc it's been Cancelled Flighted twice already. Going on hour 2 on hold.,0
"@united thanks for reaching out. The seat was hard, not enough cushion. OK for short flight. BTW, UA6465 flight and crew were great!",0
@USAirways I've been on hold at the reservations desk for 3 hours. HELP!!!!,0
@AmericanAir it doesn't allow me to hold. That's the problem.,0
@SouthwestAir weather where? And at what time Cancelled Flighted? No I can't because meeting was today.,0
@AmericanAir #flight293 was supposed to depart at 745 and at 815 we still have not boarded.,0
@USAirways @AmericanAir how do I get thru on hold over 3 hours ?,0
@JetBlue Thank you for the reply. Would've appreciated communication before checking in about the delay. JetBlue used to be my go-to,0
"@USAirways We've been sitting on this plane for almost an hour, waiting for it to be fueled. Shouldn't that have been done b4 we got on????",0
@SouthwestAir @jlittle100 Double up with this comment. PHL to anywhere South Florida is GONE GONE GONE. Hello US Air,0
@united was such a better airline when you were Continental. $75 service fee + $75 Flight Booking Problems fee + $25 talk to a human fee: FU!!!,0
@united When are you coming back to @IFlyOAKland? You have a huge East Bay customer base due to SFO and *I* miss you!,1
@VirginAmerica Thanks for your great customer service today &amp; for helping me get all my travel sorted out!,1
@USAirways I don't know I've tried to call for confirmation but calls aren't going thru. Can you let me know?,0
@JetBlue @KyleJudah new stroller. The travel credit doesn't help cover the cost of a new stroller. Your crew ruined it and therefore should,0
@AmericanAir POOR EXPERIENCE 2day at ord chkin. 8 emp. w/3 cust. 10 waiting. Asked to speak w/supervisor. Told 20 min. In a mtg!! What?!?!,0
@USAirways we got 1 drink then F/A sat in jump seat doing crosswords. Glasses picked up at landing. Just a very lazy service 4 First class.,0
@AmericanAir Just learned my flight is Cancelled Flightled.can't get through by phone and don't see any option for assistance online. Any suggestions?,0
@united. epic fail. @reagan. no jetway. been here 15 mins on tarmac!,0
@united you hung up on me again.,0
@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,1
"@SouthwestAir 4 hour delay in ATL due to ""air traffic control""....love missing an entire day of my vacation #unhappycustomer #mytimeismoney",0
@united has the WORST customer svcs! This Kevin rep at call center must be investigated. My baggage's lost and there's no help but argument!,0
@USAirways It's not double booked. I spoke with CS and we've got a plan to fix this. It's still an amateur mistake that should never happen.,0
@AmericanAir flight 3056 in D/FW now delayed 2 hours waiting sitting in plane for baggage to be loaded - why?,0
@AmericanAir then taxi across dfw airport for 20 min to then state 75 min past departing from gate that we need deiced? Wow. Uncool &amp; untrue,0
@AmericanAir come on I just want to go home I can't miss another day of work #stuckinmemphis #texasisclosed,0
@USAirways flight #3797 treatment of passengers has been atrocious - over 2 hours delay only to now deplane and given no direction,0
@AmericanAir just want to thank you guys for the 27 hour delay for flight AA106 from JFK due to staff shortage and not weather✈️,0
@usairways I have been on hold for over 3 hours.  Please help! http://t.co/tyXAZtMQ1U,0
@USAirways I just think it's weird to have mileage as 666,1
"@JetBlue I like "" Follow @JetBlue """,1
@united plus you horrible seating and poor customer service everywhere I've flown. now you take away the mileage program..horrible,0
@USAirways give us no information and an attitude.,0
"@USAirways lack of communication with other offices, the customer, &amp; yall never update ur systems. U guys are 2 established 4 this mess",0
@AmericanAir 1138 got us to LGA safely. Thanks for taking the time to make the plane safe before flying!,1
@AmericanAir all flights Cancelled Flighted tomorrow and that means I'm stranded at the airport for the night... wow.,0
@AmericanAir usually raving about the service to LAX. Your nbr1 and helper can't figure out how to hang a coat and serve a drink. 6F,0
@united hello. I'm overseas &amp; my bag is lost. I can't call customer service but can you help me?,0
@SouthwestAir Unable to check in my flight. It says my itinerary is ineligible for checkin online. Go to counter. Very inconvenient!!!,0
@USAirways And how do you only have 1 agent at PHX customer service desk when an hour ago the line was over 100 people long?,0
"@JetBlue poor storm customer service, 1hr takeoff delay waiting for the snack cart, rude steward (no names) and I love you guys. #TrueBlue",0
"@AmericanAir Flight Cancelled Flightled, website refers to 1-800#, the 1-800# hangs up on me. Not auto-rebooked. Really? Horrible company.",0
@united Cool. Thank you.,1
@AmericanAir why do I have to wait for 2 hours to talk to someone when you changed my flight?,0
@USAirways even alternate options are allready full...even with hotel voucher...no more room in philly?,0
"@SouthwestAir neveind, it's been found and on its way. Thanks for making the process so painless",1
"@SouthwestAir thanks for the reply, something is off with the phones becuz after 2 dropped calls at 2 hours on hold, I got through on 1 ring",1
@USAirways I called twice the recording says that it has being delivered to my apt but it is not here ?,0
"@AmericanAir my flight was Cancelled Flightled yesterday early afternoon, so why did you call me at 1230am and 230am to wake me up and tell me?!",0
"@united is unfriendly screw family, that hates kids and moms. now waiting on  UA871... pray its better FYVRFN ..due to agent error and tickt",0
"@united thats weak. See ya 👋
Hey @VirginAmerica !!",0
@AmericanAir Was told you could only refund me the cost of my original return flight (note: flight you had booked for me was more expensive),0
"@united hey, it's 4am, guess what I'm doing? Not sleeping! Why? Cause you care so little about your customers you let them sleep in airports",0
@USAirways that is the most useless tweet I've ever seen out of you.,0
"@SouthwestAir cool the plane you said is ours that just left the terminal for a diff city? She a cold betch for ""flying the friendly skies""",0
@united was that English? I'll DM though I don't think you'll make a plane appear.,0
"@JetBlue if there is a ""processing error"" the  why do you send out full flight tickets and confirmations? #FlySouthwest",0
@JetBlue u the real MVP http://t.co/jWL26G6lRw,1
@united. Thanks United for the no running water and Late Flight flight from Grand Rapids to Denver,0
@united once again your customer service rep was rude!   I asked a question and in turn got attitude.  Jane was no help.  Disgusted again!,0
@USAirways 1899. Thanks,1
@USAirways they say connections are good still...but another reFlight Booking Problems is the last thing I need today,0
"chair #selfie ""@JetBlue: @StacyCrossB6 @PHLAirport @SaharaSams  Everyone looks #FLAWLESS ;) We're so PROUD of our PHL crew! #BlueHeros”",1
@JetBlue great.,1
@SouthwestAir your phone lines suck. I have a dilemma.,0
@AmericanAir improve Envoy's performance.  5th trip through ORD in 2015 I've been delayed for hours because of Envoy.  I could drive faster!,0
@SouthwestAir Suggestions: tell customers approximate wait times when they are on hold (50 min now...) and allow them to Cancelled Flight online!,0
@SouthwestAir knows whats up! That #BlackHistoryMonth commercial. Just another thing to add to reasons why I fly with #SouthWestAirlines,1
@JetBlue seriously? System down? No IT?,0
@USAirways spent 1.5 hours in line trying to get on a flight home tonight only for it to be Cancelled Flightled an hour Late Flightr. Not even snowing at DCA,0
@united I'm rebooked on a flight tomorrow even though I had 1st class seat orig I have a lousy coach seat,0
@AmericanAir is rising like the sun at DCA this morning.  @NATCA members have the best view. #avgeek http://t.co/VAhdekVOKe,1
@JetBlue Definitely! Lots of announcements and the app is great.,1
@USAirways the exhaustion of traveling n runnin thru the airport and tryin 2rent a car n not killin myself my family or anybody on the road,0
@SouthwestAir you're my early frontrunner for best airline! #oscars2016,1
@VirginAmerica Had to spend 5 hours worrying that items in carryon would be broken/stolen since I couldn't carry them on plane or lock bag.,0
"@USAirways can you please DM me, my flight has been delayed going into CLT which will force me to miss my connection to LGA at 10:05pm",0
@united just had the worst customer service experience ever on united airlines,0
"@SouthwestAir - our baggage motto: we don't cover that. Small tear, ripped seam, snow soaked, busted zippers - SORRY http://t.co/LHwFBKFynI",0
@united obviously the staff at EWR - United or otherwise have not seen your ads about - being FRIENDLY and helpful #ewr worst airport,0
@USAirways stuck on Tarmac for hour an a half and told longer to go and no hotels available when we land in Phoenix #unacceptable #unhappy,0
@united thanks ^mr i got rebooked already but I lost my first class seat. Such is life.,0
"@VirginAmerica @freddieawards Done and done! Best airline around, hands down!",1
@USAirways I waited on hold for too long. I shouldn't have to wait on hold forever when I never received a confirm. in the 1st place #help,0
@JetBlue is so sloooooow today,0
"@JetBlue yes thankfully! Catering just got here and now they are loading, but very frustrated. I was supposed to be there by 10-10:30",1
Thanks @JetBlue. Next up we will see how the slog from JFK to the city goes!,1
@SouthwestAir my friends from Boston stuck in Denver. Her name Jane. @RnCahill  Please contact her.,0
"@USAirways @AmericanAir me after arriving at 8:41am for a flight scheduled to depart at 8:57am. doors closed, no agents",0
@USAirways you can't even track my bag to see where it is. It's like it's disappeared.,0
@JetBlue thanks for the info. Already doing it now before we board! Looking forward to the future upgrades! #JetBlue http://t.co/5Db9eSBNzG,1
@united it wasn't a comment. It was a question. But thanks for your copy and paste response,0
"@USAirways worse experience. Clt to DC. Oversold by 20, lost CARRY ON luggage.Cancelled Flightled connecting flight to NYC. #flydelta",0
@united @FAANews unacceptable practice to leave Cancelled Flighted flight passengers to sleep on cement with no pillows #UA1724 http://t.co/nDTLJ15ZpU,0
@SouthwestAir I had to switch airlines and eat the difference (which was not insubstantial) and Cancelled Flight all plans for sat &amp; sun :(,0
@united I can understand that but to not have another plane available when there is a full day till departure is unacceptable. Phoenix?,0
@united messaged you as requested- and called your baggage team again. It's STILL in Newark. please help or let me know next steps!!,0
"@JetBlue if I tell you I like that @warriors pick, will that get me that bump to first class? :)",1
@SouthwestAir give us some more clever advertising about #bagsflyfree is that because #badpolicy allows you to #cheatcustomers,0
@united I'll try it. Mileage programs have historically been a lifeline for us world-hungry travelers of moderate means.,0
@united how about starting without the robotic response?,0
@united Terribly disappointed. Confirmed reservation delayed and your cust. service staff was not helpful in finding an alternate solution.,0
@SouthwestAir My first call got dropped. Waited 15 mins for the second but ran out of time. Will try again Late Flightr. No way to do this online?,0
@united time to give up my 1K status and switch to @Delta - you are so terrible I can't even describe.,0
@SouthwestAir My boyfriend and I have LOVED @Imaginedragons since 2009 &amp; it would be so awesome to go to Vegas event. Any way you can help?,1
@AmericanAir five times at last count,0
@SouthwestAir now I'm so lucky for my forced good deed I get to be smashed between 2 huge ppl in the exit row. Thank God I'm tiny. 😂💁,0
@JetBlue true. Maybe. Wish I had expedited security haha,1
.@united call my work and tell them it's your fault I'm Late Flight,0
"@JetBlue planning on it!  Btw, excellent service and crew from DCA through SJU into SXM!!!!!",1
@JetBlue where exactly can I leave a note,0
"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin",0
@USAirways I have been rebooked but It has been handled very unprofessionally. Cancelled Flightations happen but the disorganization is uncalled for.,0
@USAirways printer problems causing us to sit on the runway for 45 mins. Get it together.,0
@USAirways when will FLT 445 get a gate at DEN? Over 20 minutes waiting with no information.,0
@USAirways @AmericanAir Sitting at the gate on Flight 719 for an hour due to computers being down. What backup plan is in place for this??,0
@united 6 minutes to boarding at b12 in Ord. No sign of gate agent. A little help?,0
@USAirways your phone system is not working at all I have been bumped again so now I am at 3 times I need to get out of mco,0
@AmericanAir 4369. about 4 flights all using same gate w/buses to the planes.  Awful boarding process. Hour and a half Late Flight,0
"@SouthwestAir there... from my first interaction with your people this morning, after bad weather, sorry but I wont be flying with you again",0
"@USAirways @AmericanAir @GMA could not have had a worse airline experience. Rude, unhelpful, got yelled at😳. @JetBlue need your help",0
@united and that it would be sent on the next flight to Hayden/steamboat (HDN) from Denver. So I'm hoping its on there,0
"@USAirways - No live person to speak with all day at Dividend Miles, after they wrongfully took over 65,000 miles out of my account.",0
"@SouthwestAir it's not fun having a delay from Nashville to Las Vegas, but the crew at the gate C9 desk has been AWESOME! #patience #luvswa",1
@SouthwestAir Not your finest moment in Boston right now!,0
@SouthwestAir why the delay on Flight 423 BDL to MCO? Need to get to Florida for the ☀️&amp; races in Daytona,0
@JetBlue Great thank you!,1
@SouthwestAir Apparently mechanics had to be flown in to fix some planes...not the most assuring sign,0
"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare",1
"@united ..back for the expensive holiday, he worked all year to pay for, that you RUINED! We want compensation &amp; his original case back!",0
@united Thank y'all for being an amazing airline who knows how to treat their customers. you guys rock!,1
"@JetBlue You just don't get it.  It's not about the money, It's about PEOPLE!!!! How about a public apology from the president of Jet Blue.",0
@united cannot direct message you you do not follow us. I want my luggage.  Please hep,0
@united I'm trying your WiFi on UA1616. But sorry it really slow. Even #Spotify lagging and that isn't a hard stream.,0
@AmericanAir Thx! I hope so. IAH to DFW to OKC has turned out to be a LONG trip today and I have to work tomorrow.,1
@USAirways I did not want to hang out on your plane all day when I am traveling to get work done and turn right back around. Unacceptable,0
@united  4 reFlight Booking Problemss in last 2 days and each time united wait time was &lt;5 seconds! Kudos to you for excellent customer service!,1
"@SouthwestAir crew of WN3946 SAN-SFO was brilliant! Rita was hilarious. I know I've been down on you before, but this was a great flight",1
@USAirways Ya'll need to work on your online checkout system. Two bank transactions for one ticket is bush league. Yell at your devs.,0
"@united tried other flight options as per weblink, non available for next 2 days, frustrating #notgoodenough #poorservice",0
"@united I was insulted, disrespected and met with incompetence at every turn how about a voucher for a domestic round trip",0
@JetBlue you can't beat jetblue in space's matter http://t.co/NRpWmGyv3e,1
@united &amp; I've been hung up on twice by your staff. So upset right now,0
@united Can you please follow for a Dm on a missing bag?,0
"@USAirways @AmericanAir Thank you for a couple of easy, hassle free flights today, professional and friendly staff made everything easy!",1
@JetBlue sitting on the plane in JFK waiting to take off doors are open catering is stocking up we are delayed but they couldn't be nicer,0
“@JetBlue: Our fleet's on fleek. http://t.co/vw2v8GVnGq” 😐😑,0
@AmericanAir so what if I didn't have the funds to purchase another ticket? Your error would cause my family to miss the funeral,0
@AmericanAir my flight was Cancelled Flightled I called they said they'd call back in 1:36. They did And hung up now saying I have to wait 2 hrs!!,0
@JetBlue Cancelled Flightling tickets for 3 best friends going on vacation and never told us #jetblue #fixthis #ripoff @ZKatcher @bretharold,0
@AmericanAir are you ignoring me on purpose? It was sad enough having your automated system hang up on me 😭,0
@USAirways anyone there to help? Still on hold...,0
"@united I am a loyal Premier Platinum member, but the lack of communication was really bad. Also, i don’t see that it has taken off yet",0
"@JetBlue glitches on website re: Flight Booking Problems travel &amp; checking in. Nothing between ur site &amp; the airport was communicated, it was a nightmare.",0
@United super lame that you charge $8 for tv on an international flight to the US. It isn’t 1997!,0
@AmericanAir I've called that and they said they can't help me and it's out of their hands. I really feel like an under appreciated customer,0
@SouthwestAir Twitter cust svc rule 1 Dont say IF we fell short. I just told u u did! #2 If u cant solve problem don't say anything at all!,0
"@united Thanks; might want to fix this line: ""Our Customer Care team is currently responding to most inquiries within 7-10 business days.""",0
@united please don't take my membership away :(,0
@SouthwestAir LUV! your new Luv Television Commercials. Traveled on your airline last year return trip from NYC...#feltthelove,1
@united Tks for reply. PSP employees blamed Late Flight departure on POTUS when main reasons were DVR flt Late Flight &amp; insufficient ground crew to handle,0
"@JetBlue All good, I just have 2 remind myself that if this was 1914 I might be on a horse &amp; buggy. So what's a little delay right.",0
"@AmericanAir can lie to you about where your lost bag is, but we are suppose to trust them with our lives thousands of feet in the air...",0
"@united All flights Cancelled Flighted :( Trip refunded without difficulty, staff extremely helpful, no complaints! Way to handle bad weather!",1
@AmericanAir not sure why we are being made to stand in line outside for plane that isn't ready to board when I could be sitting inside,0
@JetBlue sure is 💙,1
"@USAirways yep, check it and my gmail 'Promotions' folder regularly... :-(",0
Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.,1
@USAirways @AmericanAir WHERE IS MY BAG ?#SOS ITIS BEING LOST FOR MORE THAN 24 HOURS ! #POORCUSTUMERSERVICE,0
@USAirways on plane from BOS to CLT for 60 mins. Still at gate. Crew says system-wide computers preventing paperwork. Any info you can give?,0
@AmericanAir re-staff and commence new policies because your industry is so embarrassed by you.,0
@SouthwestAir Flight to Nashville was Cancelled Flightled. How do we another flight? I've been trying to call &amp; cannot get a human,0
"@USAirways awesome! And yes, @UpInAirClaire is!",1
@united lost 4 loyal customers and mileage plus card holders. We could have driven to Florida from Pa quicker both ways! Worst trip ever!,0
"@USAirways getting sorted, thanks",1
"@United Over the last week, United has provided me with the worst customer service experience of my life. Disgusting. #united",0
@united One of your workers refused to give me her name as a reference for my notes. Her tone &amp; language was very unprofessional.,0
@AmericanAir Mold on my flight?!? US3825 #filthyplane #hopeidonotgetsick http://t.co/zIK2UoXGnW,0
@united still waiting to hear back. My wallet was stolen from one of your planes so would appreciate a resolution here,0
"@united you failed me last week at IAH. Next intl trip on Delta. Small ual flight from lax booked, that's it!",0
@SouthwestAir me not to be able to rebook another flight. Drove to ATL to catch a flight.... Was charged $40 just to get the a group I had,0
@JetBlue you delay all my flights. Then you redirect my gate. Then you tell me had we stuck with the original gate we would have 1/3,0
"Hey @JetBlue, that's a sexy tattoo you got there on your left engine. #Jetbae http://t.co/Ox4w6KtsGI",1
"@USAirways  Instead of fair treatment, I got a nasty letter from a lady in senior management that illness forfeits miles like death.",0
"@AmericanAir @BDinDallas The personal touch you're known for, AA. Other cool perks: blaming understaffing on weather. And 3 hr hold times.",0
@united Over charged me one way for baggage.find out others leaving Pittsburgh with same equipment weren't charged Just hung up on me!!,0
@united &lt;&lt;&lt;&lt;&lt;&lt;-------- do not reply to emails?,0
@USAirways @united each says the other has my luggage. On hold almost 3.5 hrs with @USAirways. @united hung up 3x. http://t.co/dr5oCtp1DY,0
@united yes I have,0
@united you suck.    9 hour delay?!,0
@united not anymore.  Finally was ticketed 5 min before takeoff.  Not sure why the confusion with a full-fare GSA ticket.,0
@AmericanAir #AATeam thanks for working in very rigorous weather conditions for all,1
@USAirways over 15min hold on your reservation line. embarrassing. AA Platinum member.,0
"@USAirways flight US1562 from RIC2DFW was Cancelled Flightled yesterday &amp; I was on hold w/ cust. service from 6-10pm EST...4 hours, no answer...",0
"@USAirways US 728 stated their issues as: plane not moving as cargo door open on plane. Umm, ok. A little strange.",0
@JetBlue not one of my four flights this trip has been on time. What the he'll is your companies problem?,0
"@united hey awesome!  Thanks for the reply, will be filling the form out! @AmericanAir",1
@united thanks! :),1
"@AmericanAir but, what I can always rely on when I fly USAir or American is that employees will be rude and unhappy.",0
@united this is not what captain said! Your 820pm flight to San Francisco is delayed due to weather. UA1416 now departs ....#failagain,0
"@AmericanAir I love very much your planes, can you please follow me back? It's an amazing bussines!",1
@united Yes there were PLENTY of seats available.  So why did Vicky Thomas refuse to give one to a million mile flyer?,0
"Nice try @AmericanAir I heard your crew whisper ""she's still at the hotel, she probably doesn't think she has to work until tomorrow""",0
"@SouthwestAir thank u for not leaving me 
@me nice job running thru the airport to catch your connecting flight",1
@united when will you offer real food in american clubs like the amazing food you offer in Heathrow?,0
@JetBlue Thanks for the complimentary upgrade to first.  You are the best!,1
@JetBlue A320 pulling into the gate as the sunrises here at @BostonLogan this morning #jetbluesofly #jetblue #airbus http://t.co/JGdu5us8Dz,1
@JetBlue any info on why flight 704 from SJU to JFK is already delayed 2 1/2 hours?,0
@united   Pushing 2 hours on hold. Priceless. http://t.co/thS10LDY2a,0
@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G,1
@SouthwestAir please start flying to Huntsville so I never have to fly American Airlines again,0
"@SouthwestAir are any flights leaving DC today? Flight was Cancelled Flightled, been on hold for over an hour.",0
@SouthwestAir @SouthwestOliver that's a great FA right there.,1
@VirginAmerica I was really looking forward to my flight. can you let me know when it will be rescheduled? #diehardvirgin,0
@united UA1740. 4.5 hr mechanical delay all I get is $50 voucher? Will tweet when I book next trip not on UA.,0
"@AmericanAir 
Hello...My baggage has been lost in another city. Can anyone help me with this?",0
@VirginAmerica really wish you'd fly out of #Fargo @fargoairport those fares are amazings,1
@united - I think she was having a rough moment w/ a bad passenger from an earlier flight. Things got considerably better. Thanks!,1
@AmericanAir gah this is so frustrating! Nobody has my address here in the USA. Where are my bags!?!? So disorganised!!!!!!!!!!!,0
@united I honestly couldn't tell you. All I know is that originally we were going to have it brought in from the concourse,0
@AmericanAir wish you had a better mobile app.  You should look at the app from @united as it is much more seemless to check in,0
@AmericanAir flight Cancelled Flighted! I'm trying to get to #chicago. What are me and @justynmoro gonna do. #flying#flight#travel,0
@united Then why did your staff refuse to let ME on the earlier flight citing my having checked a bag?!?!,0
@USAirways no one is coming to line. On hold for 4 hours. Can u help here if I provide conf code?,0
"@united this will definitely be a trip to remember EWR-STI second of the season, first on seat 35A because it pays to be loyal!",1
